한자표기,읽기(히라가나),품사,JLPT레벨
"持続","じぞく","名詞","N1"
"時差","じさ","名詞","N1"
"時折","ときおり","名詞","N1"
"治まる","おさまる","動詞","N1"
"治安","ちあん","名詞","N1"
"磁器","じき","名詞","N1"
"磁気","じき","名詞","N1"
"自我","じが","名詞","N1"
"自覚","じかく","名詞","N1"
"自棄に","やけに","名詞","N1"
"自己","じこ","名詞","N1"
"自在","じざい","名詞","N1"
"自主","じしゅ","名詞","N1"
"自首","じしゅ","名詞","N1"
"自尊心","じそんしん","名詞","N1"
"自転","じてん","名詞","N1"
"自立","じりつ","名詞","N1"
"辞職","じしょく","名詞","N1"
"辞退","じたい","名詞","N1"
"式場","しきじょう","名詞","N1"
"軸","じく","名詞","N1"
"失格","しっかく","名詞","N1"
"失脚","しっきゃく","名詞","N1"
"失調","しっちょう","名詞","N1"
"失敗る","しくじる","名詞","N1"
"嫉妬","しっと","名詞","N1"
"悉く","ことごとく","副詞","N1"
"湿気る","しける","動詞","N1"
"質疑","しつぎ","名詞","N1"
"質素","しっそ","名詞","N1"
"実家","じっか","名詞","N1"
"実業家","じつぎょうか","名詞","N1"
"実践","じっせん","名詞","N1"
"実態","じったい","名詞","N1"
"実費","じっぴ","名詞","N1"
"芝","しば","名詞","N1"
"写し","うつし","名詞","N1"
"斜面","しゃめん","名詞","N1"
"社交","しゃこう","名詞","N1"
"社宅","しゃたく","名詞","N1"
"謝絶","しゃぜつ","名詞","N1"
"遮る","さえぎる","動詞","N1"
"借り","かり","動詞","N1"
"若しくは","もしくは","接続詞","N1"
"若干","じゃっかん","名詞","N1"
"弱","じゃく","名詞","N1"
"弱まる","よわまる","動詞","N1"
"弱める","よわめる","動詞","N1"
"弱る","よわる","動詞","N1"
"主","しゅ","名詞","N1"
"主演","しゅえん","名詞","N1"
"主観","しゅかん","名詞","N1"
"主権","しゅけん","名詞","N1"
"主催","しゅさい","名詞","N1"
"主食","しゅしょく","名詞","N1"
"主体","しゅたい","名詞","N1"
"主題","しゅだい","名詞","N1"
"主導","しゅどう","名詞","N1"
"主任","しゅにん","名詞","N1"
"取って","とって","動詞","N1"
"取り扱い","とりあつかい","名詞","N1"
"取り扱う","とりあつかう","動詞","N1"
"取り巻く","とりまく","動詞","N1"
"取り寄せる","とりよせる","動詞","N1"
"取り混ぜる","とりまぜる","動詞","N1"
"取り次ぐ","とりつぐ","動詞","N1"
"取り除く","とりのぞく","動詞","N1"
"取り組む","とりくむ","動詞","N1"
"取り替え","とりかえ","動詞","N1"
"取り調べる","とりしらべる","動詞","N1"
"取り締まり","とりしまり","名詞","N1"
"取り締まる","とりしまる","動詞","N1"
"取り付ける","とりつける","動詞","N1"
"取り分け","とりわけ","副詞","N1"
"取り戻す","とりもどす","動詞","N1"
"取り立てる","とりたてる","動詞","N1"
"守衛","しゅえい","名詞","N1"
"守備","しゅび","名詞","N1"
"手ごろ","てごろ","名詞","N1"
"手のひら","てのひら","名詞","N1"
"手はず","てはず","名詞","N1"
"手引き","てびき","名詞","N1"
"手回し","てまわし","名詞","N1"
"手掛かり","てがかり","名詞","N1"
"手掛ける","てがける","動詞","N1"
"手近","てぢか","名詞","N1"
"手軽","てがる","名詞","N1"
"手芸","しゅげい","名詞","N1"
"手際","てぎわ","名詞","N1"
"手順","てじゅん","名詞","N1"
"手錠","てじょう","名詞","N1"
"手数","てかず","名詞","N1"
"手遅れ·手後れ","ておくれ","名詞","N1"
"手当","てあて","名詞","N1"
"手配","てはい","名詞","N1"
"手分け","てわけ","名詞","N1"
"手法","しゅほう","名詞","N1"
"手本","てほん","名詞","N1"
"殊に","ことに","副詞","N1"
"狩り","かり","名詞","N1"
"種","しゅ","名詞","N1"
"種種","しゅじゅ","名詞","N1"
"腫れる","はれる","動詞","N1"
"趣","おもむき","名詞","N1"
"趣旨","しゅし","名詞","N1"
"首飾り","くびかざり","名詞","N1"
"首脳","しゅのう","名詞","N1"
"首輪","くびわ","名詞","N1"
"受け継ぐ","うけつぐ","動詞","N1"
"受け止める","うけとめる","動詞","N1"
"受け持ち","うけもち","名詞","N1"
"受け持つ","うけもつ","動詞","N1"
"受け身","うけみ","名詞","N1"
"受け入れ","うけいれ","名詞","N1"
"受け入れる","うけいれる","動詞","N1"
"受け付ける","うけつける","動詞","N1"
"授ける","さずける","動詞","N1"
"樹木","じゅもく","名詞","N1"
"樹立","じゅりつ","名詞","N1"
"収まる","おさまる","動詞","N1"
"収益","しゅうえき","名詞","N1"
"収支","しゅうし","名詞","N1"
"収集","しゅうしゅう","名詞","N1"
"収容","しゅうよう","名詞","N1"
"周期","しゅうき","名詞","N1"
"宗","しゅう","名詞","N1"
"就業","しゅうぎょう","名詞","N1"
"修学","しゅうがく","名詞","N1"
"修行","しゅぎょう","名詞","N1"
"修飾","しゅうしょく","名詞","N1"
"終始","しゅうし","副詞","N1"
"終日","しゅうじつ","名詞","N1"
"衆","しゅう","名詞","N1"
"衆議院","しゅうぎいん","名詞","N1"
"襲う","おそう","動詞","N1"
"襲撃","しゅうげき","名詞","N1"
"蹴飛ばす","けとばす","動詞","N1"
"集計","しゅうけい","名詞","N1"
"住","じゅう","名詞","N1"
"充実","じゅうじつ","名詞","N1"
"十字路","じゅうじろ","名詞","N1"
"従業員","じゅうぎょういん","名詞","N1"
"従事","じゅうじ","名詞","N1"
"従来","じゅうらい","名詞","N1"
"柔軟","じゅうなん","名詞","N1"
"獣","けだもの","名詞","N1"
"重んじる","おもんじる","動詞","N1"
"重んずる","おもんずる","動詞","N1"
"重複","じゅうふく","名詞","N1"
"重宝","ちょうほう","名詞","N1"
"宿命","しゅくめい","名詞","N1"
"淑やか","しとやか","名詞","N1"
"祝賀","しゅくが","名詞","N1"
"縮まる","ちぢまる","動詞","N1"
"塾","じゅく","名詞","N1"
"熟熟","つくづく","名詞","N1"
"出演","しゅつえん","名詞","N1"
"出産","しゅっさん","名詞","N1"
"出社","しゅっしゃ","名詞","N1"
"出生","しゅっしょう","名詞","N1"
"出題","しゅつだい","名詞","N1"
"出直し","でなおし","名詞","N1"
"出動","しゅつどう","名詞","N1"
"出費","しゅっぴ","名詞","N1"
"出品","しゅっぴん","名詞","N1"
"出来物","できもの","名詞","N1"
"瞬き","まばたき","名詞","N1"
"循環","じゅんかん","名詞","N1"
"準じる","じゅんじる","動詞","N1"
"準急","じゅんきゅう","名詞","N1"
"潤う","うるおう","動詞","N1"
"盾","たて","名詞","N1"
"処置","しょち","名詞","N1"
"処罰","しょばつ","名詞","N1"
"処分","しょぶん","名詞","N1"
"初耳","はつみみ","名詞","N1"
"初中","しょっちゅう","名詞","N1"
"初版","しょはん","名詞","N1"
"所在","しょざい","名詞","N1"
"所持","しょじ","名詞","N1"
"所属","しょぞく","名詞","N1"
"所定","しょてい","名詞","N1"
"所得","しょとく","名詞","N1"
"所有","しょゆう","名詞","N1"
"渚","なぎさ","名詞","N1"
"庶民","しょみん","名詞","N1"
"庶務","しょむ","名詞","N1"
"書","しょ","名詞","N1"
"書き取る","かきとる","動詞","N1"
"書評","しょひょう","名詞","N1"
"諸君","しょくん","名詞","N1"
"助け","たすけ","名詞","N1"
"助言","じょげん","名詞","N1"
"助詞","じょし","名詞","N1"
"助動詞","じょどうし","名詞","N1"
"女史","じょし","名詞","N1"
"徐行","じょこう","名詞","N1"
"除外","じょがい","名詞","N1"
"傷つく","きずつく","動詞","N1"
"傷つける","きずつける","動詞","N1"
"勝る","まさる","動詞","N1"
"勝利","しょうり","名詞","N1"
"召す","めす","動詞","N1"
"唱える","となえる","動詞","N1"
"奨励","しょうれい","名詞","N1"
"小児科","しょうにか","名詞","N1"
"小切手","こぎって","名詞","N1"
"小銭","こぜに","名詞","N1"
"小売り","こうり","名詞","N1"
"小柄","こがら","名詞","N1"
"尚更","なおさら","副詞","N1"
"承諾","しょうだく","名詞","N1"
"招き","まねき","動詞","N1"
"昇進","しょうしん","名詞","N1"
"梢","こずえ","名詞","N1"
"沼","ぬま","名詞","N1"
"消去","しょうきょ","名詞","N1"
"消息","しょうそく","名詞","N1"
"焦げ茶","こげちゃ","名詞","N1"
"照り返す","てりかえす","動詞","N1"
"照合","しょうごう","名詞","N1"
"照明","しょうめい","名詞","N1"
"省みる","かえりみる","動詞","N1"
"称する","しょうする","動詞","N1"
"衝撃","しょうげき","名詞","N1"
"証","しょう","名詞","N1"
"証拠","しょうこ","名詞","N1"
"証言","しょうげん","名詞","N1"
"詳細","しょうさい","名詞","N1"
"障る","さわる","動詞","N1"
"上がり","あがり","名詞","N1"
"上位","じょうい","名詞","N1"
"上演","じょうえん","名詞","N1"
"上回る","うわまわる","動詞","N1"
"上空","じょうくう","名詞","N1"
"上陸","じょうりく","名詞","N1"
"乗っ取る","のっとる","動詞","N1"
"乗り込む","のりこむ","動詞","N1"
"城下","じょうか","名詞","N1"
"嬢","じょう","名詞","N1"
"情","じょう","名詞","N1"
"情け","なさけ","名詞","N1"
"情けない","なさけない","形容詞","N1"
"情け深い","なさけぶかい","形容詞","N1"
"情緒","じょうしょ","名詞","N1"
"情熱","じょうねつ","名詞","N1"
"条","じょう","名詞","N1"
"条約","じょうやく","名詞","N1"
"杖","つえ","名詞","N1"
"蒸留","じょうりゅう","名詞","N1"
"譲歩","じょうほ","名詞","N1"
"植わる","うわる","動詞","N1"
"植民地·殖民地","しょくみんち","名詞","N1"
"織る","おる","動詞","N1"
"織物","おりもの","名詞","N1"
"職員","しょくいん","名詞","N1"
"職務","しょくむ","名詞","N1"
"色彩","しきさい","名詞","N1"
"食い違う","くいちがう","動詞","N1"
"信者","しんじゃ","名詞","N1"
"信任","しんにん","名詞","N1"
"侵略","しんりゃく","名詞","N1"
"寝かせる","ねかせる","動詞","N1"
"審議","しんぎ","名詞","N1"
"審査","しんさ","名詞","N1"
"心掛け","こころがけ","名詞","N1"
"心掛ける","こころがける","動詞","N1"
"心強い","こころづよい","形容詞","N1"
"心細い","こころぼそい","形容詞","N1"
"心情","しんじょう","名詞","N1"
"心地","ここち","名詞","N1"
"心中","しんじゅう","名詞","N1"
"心得","こころえ","名詞","N1"
"振り","ふり","名詞","N1"
"振り出し","ふりだし","名詞","N1"
"振り返る","ふりかえる","動詞","N1"
"振興","しんこう","名詞","N1"
"振動","しんどう","名詞","N1"
"新興","しんこう","名詞","N1"
"新婚","しんこん","名詞","N1"
"新築","しんちく","名詞","N1"
"浸す","ひたす","動詞","N1"
"申し込み·申込","もうしこみ","名詞","N1"
"申し出","もうしで","名詞","N1"
"申し出る","もうしでる","動詞","N1"
"申し入れる","もうしいれる","動詞","N1"
"申し分","もうしぶん","名詞","N1"
"真っ二つ","まっぷたつ","名詞","N1"
"真ん丸い·真ん円い","まんまるい","名詞","N1"
"真ん前","まんまえ","名詞","N1"
"真下","ました","名詞","N1"
"真実","しんじつ","名詞","N1"
"真珠","しんじゅ","名詞","N1"
"真上","まうえ","名詞","N1"
"真心","まごころ","名詞","N1"
"真相","しんそう","名詞","N1"
"真理","しんり","名詞","N1"
"神聖","しんせい","名詞","N1"
"神殿","しんでん","名詞","N1"
"神秘","しんぴ","名詞","N1"
"神話","しんわ","名詞","N1"
"紳士","しんし","名詞","N1"
"親しむ","したしむ","動詞","N1"
"親善","しんぜん","名詞","N1"
"診療","しんりょう","名詞","N1"
"身なり","みなり","名詞","N1"
"身の回り","みのまわり","名詞","N1"
"身の上","みのうえ","名詞","N1"
"身近","みぢか","名詞","N1"
"身振り","みぶり","名詞","N1"
"辛うじて","かろうじて","副詞","N1"
"辛抱","しんぼう","名詞","N1"
"進み","すすみ","動詞","N1"
"進化","しんか","名詞","N1"
"進出","しんしゅつ","名詞","N1"
"進呈","しんてい","名詞","N1"
"進展","しんてん","名詞","N1"
"進度","しんど","名詞","N1"
"震わせる","ふるわせる","動詞","N1"
"人影","ひとかげ","名詞","N1"
"人格","じんかく","名詞","N1"
"人材","じんざい","名詞","N1"
"人質","ひとじち","名詞","N1"
"人体","じんたい","名詞","N1"
"人柄","ひとがら","名詞","N1"
"人民","じんみん","名詞","N1"
"人目","ひとめ","名詞","N1"
"刃","は","名詞","N1"
"甚だ","はなはだ","副詞","N1"
"尽くす","つくす","動詞","N1"
"迅速","じんそく","名詞","N1"
"陣","じん","名詞","N1"
"図る","はかる","動詞","N1"
"吹奏","すいそう","名詞","N1"
"垂れる","たれる","動詞","N1"
"推進","すいしん","名詞","N1"
"推測","すいそく","名詞","N1"
"推理","すいり","名詞","N1"
"水け","みずけ","名詞","N1"
"水源","すいげん","名詞","N1"
"水洗","すいせん","名詞","N1"
"水田","すいでん","名詞","N1"
"粋","いき","名詞","N1"
"衰える","おとろえる","動詞","N1"
"遂げる","とげる","動詞","N1"
"崇拝","すうはい","名詞","N1"
"嵩む","かさむ","動詞","N1"
"嵩張る","かさばる","動詞","N1"
"数詞","すうし","名詞","N1"
"雛","ひな","名詞","N1"
"据(え)付ける","すえつける","名詞","N1"
"据える","すえる","動詞","N1"
"裾","すそ","名詞","N1"
"澄ます","すます","動詞","N1"
"澄む","すむ","動詞","N1"
"世","よ","名詞","N1"
"世辞","せじ","名詞","N1"
"世帯","せたい","名詞","N1"
"世代","せだい","名詞","N1"
"世論","せろん","名詞","N1"
"是正","ぜせい","名詞","N1"
"制","せい","名詞","N1"
"制する","せいする","動詞","N1"
"制裁","せいさい","名詞","N1"
"制定","せいてい","名詞","N1"
"制約","せいやく","名詞","N1"
"勢力","せいりょく","名詞","N1"
"姓名","せいめい","名詞","N1"
"征服","せいふく","名詞","N1"
"成り立つ","なりたつ","動詞","N1"
"成る丈","なるたけ","動詞","N1"
"成育","せいいく","名詞","N1"
"成果","せいか","名詞","N1"
"成熟","せいじゅく","名詞","N1"
"成年","せいねん","名詞","N1"
"政権","せいけん","名詞","N1"
"政策","せいさく","名詞","N1"
"整える","ととのえる","動詞","N1"
"整然","せいぜん","名詞","N1"
"整列","せいれつ","名詞","N1"
"星座","せいざ","名詞","N1"
"晴天","せいてん","名詞","N1"
"正しく","まさしく","副詞","N1"
"正規","せいき","名詞","N1"
"正義","せいぎ","名詞","N1"
"正体","しょうたい","名詞","N1"
"正当","せいとう","名詞","N1"
"清らか","きよらか","名詞","N1"
"清純","せいじゅん","名詞","N1"
"清清しい","すがすがしい","形容詞","N1"
"清濁","せいだく","名詞","N1"
"生かす","いかす","動詞","N1"
"生きがい","いきがい","名詞","N1"
"生ける","いける","動詞","N1"
"生まれつき","うまれつき","名詞","N1"
"生やす","はやす","動詞","N1"
"生育","せいいく","名詞","N1"
"生温い","なまぬるい","形容詞","N1"
"生涯","しょうがい","名詞","N1"
"生計","せいけい","名詞","N1"
"生死","せいし","名詞","N1"
"生臭い","なまぐさい","形容詞","N1"
"生真面目","きまじめ","名詞","N1"
"生身","なまみ","名詞","N1"
"生理","せいり","名詞","N1"
"盛り上がる","もりあがる","動詞","N1"
"盛装","せいそう","名詞","N1"
"盛大","せいだい","名詞","N1"
"精巧","せいこう","名詞","N1"
"精算","せいさん","名詞","N1"
"精密","せいみつ","名詞","N1"
"聖書","せいしょ","名詞","N1"
"声明","せいめい","名詞","N1"
"製鉄","せいてつ","名詞","N1"
"製法","せいほう","名詞","N1"
"西日","にしび","名詞","N1"
"誠","まこと","名詞","N1"
"誠に","まことに","副詞","N1"
"誠実","せいじつ","名詞","N1"
"静止","せいし","名詞","N1"
"静的","せいてき","名詞","N1"
"税務署","ぜいむしょ","名詞","N1"
"脆い","もろい","形容詞","N1"
"惜しむ","おしむ","動詞","N1"
"責務","せきむ","名詞","N1"
"赤らむ","あからむ","動詞","N1"
"跡継ぎ","あとつぎ","名詞","N1"
"切ない","せつない","形容詞","N1"
"切り","きり","名詞","N1"
"切り換え","きりかえ","名詞","N1"
"切れ目","きれめ","名詞","N1"
"切開","せっかい","名詞","N1"
"切実","せつじつ","名詞","N1"
"接ぐ","つぐ","動詞","N1"
"接触","せっしょく","名詞","N1"
"接続詞","せつぞくし","名詞","N1"
"折","おり","名詞","N1"
"折り","おり","動詞","N1"
"折り返す","おりかえす","動詞","N1"
"折衷·折中","せっちゅう","名詞","N1"
"設ける","もうける","動詞","N1"
"設置","せっち","名詞","N1"
"設定","せってい","名詞","N1"
"設立","せつりつ","名詞","N1"
"説く","とく","動詞","N1"
"雪崩","なだれ","名詞","N1"
"絶える","たえる","動詞","N1"
"絶版","ぜっぱん","名詞","N1"
"先に","さきに","名詞","N1"
"先行","せんこう","名詞","N1"
"先代","せんだい","名詞","N1"
"先達て","せんだって","名詞","N1"
"先着","せんちゃく","名詞","N1"
"先天的","せんてんてき","名詞","N1"
"占領","せんりょう","名詞","N1"
"宣教","せんきょう","名詞","N1"
"宣言","せんげん","名詞","N1"
"専ら","もっぱら","副詞","N1"
"専修","せんしゅう","名詞","N1"
"専用","せんよう","名詞","N1"
"戦災","せんさい","名詞","N1"
"戦術","せんじゅつ","名詞","N1"
"戦闘","せんとう","名詞","N1"
"戦力","せんりょく","名詞","N1"
"浅ましい","あさましい","形容詞","N1"
"染まる","そまる","動詞","N1"
"染みる","しみる","動詞","N1"
"染める","そめる","動詞","N1"
"潜水","せんすい","名詞","N1"
"潜入","せんにゅう","名詞","N1"
"煽てる","おだてる","動詞","N1"
"繊維","せんい","名詞","N1"
"船舶","せんぱく","名詞","N1"
"選考","せんこう","名詞","N1"
"鮮やか","あざやか","名詞","N1"
"前もって","まえもって","副詞","N1"
"前置き","まえおき","名詞","N1"
"前提","ぜんてい","名詞","N1"
"前途","ぜんと","名詞","N1"
"前売り","まえうり","名詞","N1"
"前例","ぜんれい","名詞","N1"
"善し悪し","よしあし","名詞","N1"
"善良","ぜんりょう","名詞","N1"
"然し乍ら","しかしながら","接続詞","N1"
"然程","さほど","副詞","N1"
"全快","ぜんかい","名詞","N1"
"全集","ぜんしゅう","名詞","N1"
"全盛","ぜんせい","名詞","N1"
"全滅","ぜんめつ","名詞","N1"
"禅","ぜん","名詞","N1"
"繕う","つくろう","動詞","N1"
"膳","ぜん","名詞","N1"
"措置","そち","名詞","N1"
"疎か","おろそか","名詞","N1"
"素っ気無い","そっけない","名詞","N1"
"素材","そざい","名詞","N1"
"素早い","すばやい","形容詞","N1"
"組み合わせる","くみあわせる","動詞","N1"
"組み込む","くみこむ","動詞","N1"
"蘇る","よみがえる","動詞","N1"
"訴え","うったえ","動詞","N1"
"訴訟","そしょう","名詞","N1"
"阻む","はばむ","動詞","N1"
"阻止","そし","名詞","N1"
"僧","そう","名詞","N1"
"創刊","そうかん","名詞","N1"
"創造","そうぞう","名詞","N1"
"創立","そうりつ","名詞","N1"
"倉·蔵","くら","名詞","N1"
"壮大","そうだい","名詞","N1"
"捜索","そうさく","名詞","N1"
"操る","あやつる","動詞","N1"
"操縦","そうじゅう","名詞","N1"
"早める","はやめる","動詞","N1"
"早急","さっきゅう","名詞","N1"
"争い","あらそい","名詞","N1"
"相","そう","接頭詞","N1"
"相応","そうおう","名詞","N1"
"相応しい","ふさわしい","形容詞","N1"
"相場","そうば","名詞","N1"
"相対","そうたい","名詞","N1"
"総会","そうかい","名詞","N1"
"葬る","ほうむる","動詞","N1"
"装飾","そうしょく","名詞","N1"
"装備","そうび","名詞","N1"
"走行","そうこう","名詞","N1"
"遭難","そうなん","名詞","N1"
"騒動","そうどう","名詞","N1"
"像","ぞう","名詞","N1"
"増し","まし","名詞","N1"
"増して","まして","動詞","N1"
"増強","ぞうきょう","名詞","N1"
"増進","ぞうしん","名詞","N1"
"憎しみ","にくしみ","名詞","N1"
"蔵相","ぞうしょう","名詞","N1"
"造り","つくり","名詞","N1"
"促す","うながす","動詞","N1"
"促進","そくしん","名詞","N1"
"側面","そくめん","名詞","N1"
"即する","そくする","動詞","N1"
"束ねる","たばねる","動詞","N1"
"束の間","つかのま","名詞","N1"
"束縛","そくばく","名詞","N1"
"速やか","すみやか","名詞","N1"
"続ぎめ","つぎめ","名詞","N1"
"其処ら","そこら","名詞","N1"
"揃い","そろい","名詞","N1"
"存続","そんぞく","名詞","N1"
"尊い","とうとい","形容詞","N1"
"尊ぶ","とうとぶ","動詞","N1"
"損なう","そこなう","動詞","N1"
"損失","そんしつ","名詞","N1"
"遜る","へりくだる","動詞","N1"
"他動詞","たどうし","名詞","N1"
"他方","たほう","名詞","N1"
"多数決","たすうけつ","名詞","N1"
"多忙","たぼう","名詞","N1"
"多様","たよう","名詞","N1"
"妥協","だきょう","名詞","N1"
"妥結","だけつ","名詞","N1"
"打ち込む","うちこむ","動詞","N1"
"打ち消し","うちけし","動詞","N1"
"打ち切る","うちきる","動詞","N1"
"打ち明ける","うちあける","動詞","N1"
"打開","だかい","名詞","N1"
"打撃","だげき","名詞","N1"
"駄作","ださく","名詞","N1"
"体つき","からだつき","名詞","N1"
"体格","たいかく","名詞","N1"
"体験","たいけん","名詞","N1"
"体裁","ていさい","名詞","N1"
"対応","たいおう","名詞","N1"
"対決","たいけつ","名詞","N1"
"対抗","たいこう","名詞","N1"
"対処","たいしょ","名詞","N1"
"対談","たいだん","名詞","N1"
"対等","たいとう","名詞","N1"
"対比","たいひ","名詞","N1"
"対面","たいめん","名詞","N1"
"対話","たいわ","名詞","N1"
"帯びる","おびる","動詞","N1"
"待ち遠しい","まちどおしい","形容詞","N1"
"待ち望む","まちのぞむ","動詞","N1"
"待遇","たいぐう","名詞","N1"
"待望","たいぼう","名詞","N1"
"怠い·懈い","だるい","形容詞","N1"
"怠る","おこたる","動詞","N1"
"怠慢","たいまん","名詞","N1"
"態勢","たいせい","名詞","N1"
"滞る","とどこおる","動詞","N1"
"滞納","たいのう","名詞","N1"
"退化","たいか","名詞","N1"
"退治","たいじ","名詞","N1"
"隊","たい","名詞","N1"
"代わる代わる","かわるがわる","動詞","N1"
"代弁","だいべん","名詞","N1"
"代用","だいよう","名詞","N1"
"台本","だいほん","名詞","N1"
"台無し","だいなし","名詞","N1"
"大がら·大柄","おおがら","名詞","N1"
"大家","たいか","名詞","N1"
"大概","たいがい","名詞","N1"
"大筋","おおすじ","名詞","N1"
"大金","たいきん","名詞","N1"
"大空","おおぞら","名詞","N1"
"大雑把","おおざっぱ","名詞","N1"
"大衆","たいしゅう","名詞","N1"
"大水","おおみず","名詞","N1"
"大層","たいそう","副詞","N1"
"大胆","だいたん","名詞","N1"
"大部","たいぶ","名詞","N1"
"大幅","おおはば","名詞","N1"
"大便","だいべん","名詞","N1"
"大方","おおかた","名詞","N1"
"題する","だいする","動詞","N1"
"濯ぐ","ゆすぐ","動詞","N1"
"濯ぐ·滌ぐ","すすぐ","名詞","N1"
"只管","ひたすら","名詞","N1"
"叩く","はたく","動詞","N1"
"達者","たっしゃ","名詞","N1"
"達成","たっせい","名詞","N1"
"脱する","だっする","動詞","N1"
"脱出","だっしゅつ","名詞","N1"
"脱退","だったい","名詞","N1"
"辿る","たどる","動詞","N1"
"単","たん","名詞","N1"
"単一","たんいつ","名詞","N1"
"単調","たんちょう","名詞","N1"
"単独","たんどく","名詞","N1"
"嘆く","なげく","動詞","N1"
"担う","になう","動詞","N1"
"担架","たんか","名詞","N1"
"探検","たんけん","名詞","N1"
"旦那","だんな","名詞","N1"
"炭素","たんそ","名詞","N1"
"短歌","たんか","名詞","N1"
"短気","たんき","名詞","N1"
"短縮","たんしゅく","名詞","N1"
"短大","たんだい","名詞","N1"
"短波","たんぱ","名詞","N1"
"綻びる","ほころびる","動詞","N1"
"耽る","ふける","動詞","N1"
"蛋白質","たんぱくしつ","名詞","N1"
"鍛える","きたえる","動詞","N1"
"団結","だんけつ","名詞","N1"
"団扇","うちわ","名詞","N1"
"弾力","だんりょく","名詞","N1"
"断つ","たつ","動詞","N1"
"断言","だんげん","名詞","N1"
"断然","だんぜん","副詞","N1"
"断面","だんめん","名詞","N1"
"値する","あたいする","動詞","N1"
"値打ち","ねうち","名詞","N1"
"知性","ちせい","名詞","N1"
"知的","ちてき","名詞","N1"
"地形","ちけい","名詞","N1"
"地元","じもと","名詞","N1"
"地獄","じごく","名詞","N1"
"地主","じぬし","名詞","N1"
"弛み","たるみ","名詞","N1"
"弛む","たるむ","動詞","N1"
"恥","はじ","名詞","N1"
"恥じらう","はじらう","動詞","N1"
"恥じる","はじる","動詞","N1"
"遅くとも","おそくとも","副詞","N1"
"遅らす·後らす","おくらす","動詞","N1"
"遅れ","おくれ","名詞","N1"
"築く","きずく","動詞","N1"
"畜産","ちくさん","名詞","N1"
"畜生","ちくしょう","名詞","N1"
"蓄積","ちくせき","名詞","N1"
"秩序","ちつじょ","名詞","N1"
"窒息","ちっそく","名詞","N1"
"茶の間","ちゃのま","名詞","N1"
"茶の湯","ちゃのゆ","名詞","N1"
"着工","ちゃっこう","名詞","N1"
"着手","ちゃくしゅ","名詞","N1"
"着飾る","きかざる","動詞","N1"
"着色","ちゃくしょく","名詞","N1"
"着席","ちゃくせき","名詞","N1"
"着目","ちゃくもく","名詞","N1"
"着陸","ちゃくりく","名詞","N1"
"中継","ちゅうけい","名詞","N1"
"中傷","ちゅうしょう","名詞","N1"
"中枢","ちゅうすう","名詞","N1"
"中断","ちゅうだん","名詞","N1"
"中程","なかほど","名詞","N1"
"中毒","ちゅうどく","名詞","N1"
"中腹","ちゅうふく","名詞","N1"
"中和","ちゅうわ","名詞","N1"
"仲人","なこうど","名詞","N1"
"宙返り","ちゅうがえり","名詞","N1"
"忠告","ちゅうこく","名詞","N1"
"抽選","ちゅうせん","名詞","N1"
"昼飯","ひるめし","名詞","N1"
"著","ちょ","名詞","N1"
"著しい","いちじるしい","形容詞","N1"
"著名","ちょめい","名詞","N1"
"貯蓄","ちょちく","名詞","N1"
"兆し","きざし","名詞","N1"
"張り紙","はりがみ","名詞","N1"
"徴収","ちょうしゅう","名詞","N1"
"懲りる","こりる","動詞","N1"
"挑む","いどむ","動詞","N1"
"挑戦","ちょうせん","名詞","N1"
"潮","しお","名詞","N1"
"聴覚","ちょうかく","名詞","N1"
"聴講","ちょうこう","名詞","N1"
"腸","ちょう","名詞","N1"
"蝶","ちょう","名詞","N1"
"調べ","しらべ","名詞","N1"
"調印","ちょういん","名詞","N1"
"調停","ちょうてい","名詞","N1"
"調和","ちょうわ","名詞","N1"
"長閑","のどか","名詞","N1"
"長編","ちょうへん","名詞","N1"
"頂き","いただき","動詞","N1"
"鳥居","とりい","名詞","N1"
"捗る","はかどる","動詞","N1"
"直感","ちょっかん","名詞","N1"
"直面","ちょくめん","名詞","N1"
"沈める","しずめる","動詞","N1"
"沈殿","ちんでん","名詞","N1"
"沈没","ちんぼつ","名詞","N1"
"沈黙","ちんもく","名詞","N1"
"賃金","ちんぎん","名詞","N1"
"陳列","ちんれつ","名詞","N1"
"津波","つなみ","名詞","N1"
"墜落","ついらく","名詞","N1"
"追い込む","おいこむ","動詞","N1"
"追い出す","おいだす","動詞","N1"
"追及","ついきゅう","名詞","N1"
"追跡","ついせき","名詞","N1"
"追放","ついほう","名詞","N1"
"痛める","いためる","動詞","N1"
"痛感","つうかん","名詞","N1"
"痛切","つうせつ","名詞","N1"
"通常","つうじょう","名詞","N1"
"辻褄","つじつま","名詞","N1"
"綴じる","とじる","動詞","N1"
"壷","つぼ","名詞","N1"
"釣り鐘","つりがね","名詞","N1"
"釣り皮","つりかわ","名詞","N1"
"停滞","ていたい","名詞","N1"
"堤防","ていぼう","名詞","N1"
"定まる","さだまる","動詞","N1"
"定める","さだめる","動詞","N1"
"定義","ていぎ","名詞","N1"
"定食","ていしょく","名詞","N1"
"定年·停年","ていねん","名詞","N1"
"提供","ていきょう","名詞","N1"
"提携","ていけい","名詞","N1"
"提示","ていじ","名詞","N1"
"訂正","ていせい","名詞","N1"
"諦め","あきらめ","動詞","N1"
"邸宅","ていたく","名詞","N1"
"摘む","つむ","動詞","N1"
"敵わない","かなわない","名詞","N1"
"滴","しずく","名詞","N1"
